FAKE_ACCTCODE,OPT_IN_DATE,FUEL_ONLY_PARENT_ACCT,CLI_AMOUNT,FLEETCOR_OPEN_DATE,CITY,STATE,ZIP,TERM_DAYS,DUE_DAYS,LOCK_DAYS,CREDIT_LIMIT,LOCK_CODE,LOCK_REASON,LOCK_TYPE,DEPOSIT_FLAG,PORTFOLIO,LOB_REPORTING,YEARMONTH,GALLONS,FUEL_SPEND,NONFUEL_SPEND,TOT_SPEND,PAYMENT_AMOUNT,NO_OF_PAYMENT,SNAPSHOT_DATE,CURRENT_BALANCE,UNBILLED_BALANCE,DAYS_PAST_DUE,BAL_1_30,BAL_31_60,BAL_61_90,BAL_90_PLUS
279999,4/26/2021,0,23000.00,2/26/2020,FORT WORTH,TX,76244,7,7,5,50000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,6707.02,32901.33,12119.06,45020.39,32962.78,4,44835,3944.56,0,0,0,0,0,0
284892,2/24/2021,0,7500.00,11/27/2018,GROVETOWN,GA,30813,30,14,7,7500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,0,0,1031.11,1031.11,4156.06,2,44835,0,937.31,0,0,0,0,0
285038,3/19/2022,0,45000.00,8/13/2014,PARMA,OH,44129,7,1,3,55000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,20552.517,113677.31,656.95,114334.26,112427.32,4,44835,0,0,0,0,0,0,0
266873,3/8/2022,0,16500.00,12/11/2019,RINGWOOD,OK,73768,7,7,5,8100,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,161.97,755.61,7727.9,8483.51,11500,3,44835,3944.56,0,0,0,0,0,0
272512,6/19/2023,0,42500.00,7/8/2016,COLUMBUS,GA,31909,7,7,7,42500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,6210.278,19908.12,0,19908.12,23068.2,4,44835,3944.56,0,0,0,0,0,0
272982,2/17/2022,0,5500.00,1/11/2020,EDEN PRAIRIE,MN,55346,7,7,18,5500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,81.427,362.72,0,362.72,380.06,3,44835,3944.56,0,0,0,0,0,0
283545,11/18/2019,0,47500.00,12/1/2010,RAHWAY,NJ,07065,7,7,18,29000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,879.655,3459.39,0,3459.39,9900.17,1,44835,0,937.31,0,0,0,0,0
269878,9/20/2021,0,10500.00,12/12/2019,BREMEN,IN,46506,7,7,3,10500,H,AGENCY REVIEW,PERM LOCK,1,SWMC,NAP,202210,1579.96,8472.83,755.08,9227.91,8820.17,4,44835,3944.56,0,0,0,0,0,0
272054,5/16/2023,0,51500.00,2/20/2016,TOMAHAWK,WI,54487,30,14,3,51500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,550.796,2684.34,0,2684.34,3000,2,44835,3944.56,0,0,0,0,0,0
272971,1/26/2022,0,16000.00,6/6/2020,BROOKLYN,NY,11222,7,7,10,16000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,3305.102,16930.16,0,16930.16,14659.76,4,44835,3944.56,0,0,0,0,0,0
273282,7/3/2023,0,5500.00,8/31/2019,ALEXANDER CITY,AL,35011,7,7,18,5500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,491.916,1680.48,0,1680.48,1385.76,4,44835,3944.56,0,0,0,0,0,0
274183,2/3/2022,0,45000.00,9/13/2019,MAGNOLIA,TX,77354,15,13,5,45000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,3791.56,15201.18,15803.25,31004.43,45603.34,2,44835,3944.56,0,0,0,0,0,0
287191,1/11/2020,0,6000.00,10/31/2017,PORTAGE,IN,46368,15,15,5,6000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,201.87,968.43,81.73,1050.16,1347.67,2,44835,0,0,0,0,0,0,0
288657,12/4/2021,0,8500.00,1/28/2020,WEST PALM BEACH,FL,33409,30,14,18,5700,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,568.258,2165.44,0,2165.44,3561.65,2,44835,0,0,0,0,0,0,0
289920,5/26/2022,0,15500.00,3/8/2019,SYLMAR,CA,91342,15,14,5,15500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,2940.812,17707.8,0,17707.8,3209.47,1,44835,0,0,0,0,0,0,0
293433,2/15/2020,0,8400.00,8/26/2015,ELK CITY,OK,73644,7,7,3,8400,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,185.835,635.06,38.77,673.83,1206.85,4,44835,0,0,0,0,0,0,0
184416,7/14/2021,FUEL-ONLY PARENT ACCT,0.00,10/16/2019,SAN ANTONIO,TX,78247,14,10,7,11760,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,202210,1256.628,4972.39,0,4972.39,5062.22,2,45231,0,0,222,0,0,0,4554.3
213594,7/3/2023,FUEL-ONLY PARENT ACCT,0.00,1/6/2022,MATAWAN,NJ,07747,30,10,10,5200,M,FRAUD,PERM LOCK,0,Fuelman,Fuelman,202210,375.873,1554.27,0,1554.27,2063.5,1,45231,0,258.86,0,0,0,0,0
265115,10/22/2021,0,26000.00,4/4/2019,SAN DIEGO,CA,92120,30,14,7,5000,I,BAD AGENCY,PERM LOCK,1,ARMC,NAP,202210,87.48,542.08,269.49,811.57,1169.02,1,44835,3944.56,0,0,0,0,0,0
271832,5/20/2021,0,30000.00,10/23/2019,CHICAGO,IL,60606,7,14,10,46000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,5674.577,29697.6,29.37,29726.97,31694.54,2,44835,3944.56,0,0,0,0,0,0
280427,1/11/2020,0,3500.00,6/12/2012,SACRAMENTO,CA,95827,30,14,18,1000,A,Other,PERM LOCK,1,ARMC,NAP,202210,9.52,57.03,0,57.03,86.98,1,44835,3944.56,0,0,0,0,0,0
265962,12/3/2019,0,6300.00,2/22/2019,OKLAHOMA CITY,OK,73179,15,15,5,8800,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,176.5,655.22,8657.41,9312.63,10141.59,2,44835,3944.56,0,0,0,0,0,0
267041,2/27/2022,0,12500.00,5/14/2019,WATER VIEW,VA,23180,7,7,5,9400,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,2260.094,10615.69,545.4,11161.09,15700,19,44835,3944.56,0,0,0,0,0,0
271704,7/18/2023,0,32500.00,11/5/2015,MISSISSAUGA,ON,L4Z 2E9,30,14,5,32500,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,2107.647,12172.21,24.06,12196.27,13593.48,1,44835,3944.56,0,0,0,0,0,0
272480,7/19/2022,0,52500.00,5/10/2016,DALTON,GA,30721,7,1,45,65000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,29095.616,137207.68,0,137207.68,126975.31,4,44835,3944.56,0,0,0,0,0,0
273644,5/27/2019,0,11500.00,4/10/2018,FORT WORTH,TX,76136,15,15,5,12000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,2733.722,8970.84,11302.43,20273.27,21057.61,4,44835,3944.56,0,0,0,0,0,0
279792,1/16/2022,0,3500.00,9/19/2018,WARRENSVILLE HEIGHTS,OH,44128,7,7,3,3500,Q,INACTIVE,PERM LOCK,1,FMMC,NAL MC,202211,5.62,19.83,0,19.83,10,1,44835,3944.56,0,0,0,0,0,0
272452,5/11/2019,0,28000.00,4/3/2016,SAINT LOUIS,MO,63134,7,7,3,35000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,7673.318,39091.71,7804.76,46896.47,43349.75,5,44835,3944.56,0,0,0,0,0,0
273384,3/20/2023,0,14500.00,9/7/2019,ROCHESTER,NY,14622,15,15,10,14500,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,807.137,2893.48,0,2893.48,3347.29,2,44835,3944.56,0,0,0,0,0,0
280740,3/15/2021,0,600.00,2/28/2020,SAN ANTONIO,TX,78217,30,14,5,200,G,OVERDUE,PERM LOCK,1,BPMC,NAP,202210,8.596,35.25,0,35.25,387.7,1,44835,3944.56,0,0,0,0,0,0
281446,9/22/2021,0,14500.00,12/4/2018,OKLAHOMA CITY,OK,73173,7,1,10,16200,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,82.804,362.96,9245.31,9608.27,9445.83,4,44835,0,0,159,0,0,12,36
281617,5/23/2019,0,3500.00,5/6/2011,ESCONDIDO,CA,92026,30,7,10,10000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,64.79,401.74,915.04,1316.78,4996,1,44835,0,8155.68,0,0,0,0,0
282030,10/19/2022,0,13000.00,1/16/2019,DAWSON CREEK,BC,V1G2Y3,30,14,5,15600,Z,UNLOCKED,UNLOCKED,1,HSMC,NAP,202210,1275.277,6941.97,330.82,7272.79,9000,3,44835,0,8155.68,0,0,0,0,0
289858,8/3/2022,0,22000.00,2/8/2019,RANCHO CUCAMONGA,CA,91730,30,14,10,27500,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,202210,1295.889,7289.58,275.68,7565.26,7847.38,1,44835,0,0,0,0,0,0,0
304575,1/26/2022,0,4000.00,8/2/2019,LENOIR,NC,28645,30,15,10,1500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,16.941,55.54,71.62,127.16,356.26,2,44835,0,0,0,0,0,0,0
304894,9/29/2022,0,10000.00,12/30/2017,PERRIS,CA,92570,7,5,3,10000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,187.5,1050.56,85.4,1135.96,1144.63,5,44835,0,0,0,0,0,0,0
309863,1/6/2020,0,1500.00,5/23/2019,DUNCAN,SC,29334,30,15,18,7500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,0,0,110.55,110.55,500,1,44835,0,0,0,0,0,0,0
310012,9/23/2019,0,,8/29/2015,SAN ANTONIO,TX,78231,7,1,3,107500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1345.11,5783.03,0,5783.03,5152.15,4,44835,0,0,0,0,0,0,0
310036,12/9/2019,0,44500.00,11/20/2015,SALT LAKE CITY,UT,84104,7,1,3,30500,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,0,0,5.38,5.38,61.35,1,44835,0,0,0,0,0,0,0
311189,1/20/2022,0,3500.00,3/13/2018,POWAY,CA,92064,30,14,10,3500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,35.13,218.92,0,218.92,191.86,1,44835,0,0,0,0,0,0,0
312773,8/26/2021,0,4000.00,8/15/2019,SAN JOSE,CA,95118,7,7,10,1500,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,188.693,1092.39,0,1092.39,1592.3,3,44835,0,0,0,0,0,0,0
288333,7/21/2021,0,27500.00,4/4/2018,SAINT ALBANS,NY,11412,7,5,7,27500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,1547.628,5493.15,162.91,5656.06,6598.05,5,44835,0,0,0,0,0,0,0
289340,6/7/2019,0,8500.00,6/29/2013,VISTA,CA,92083,7,1,3,8500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1275.412,5848.01,0,5848.01,4281.4,4,44835,0,0,0,0,0,0,0
294498,1/23/2020,0,22500.00,6/23/2017,LAWRENCEVILLE,GA,30044,7,7,3,11250,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,265.05,1270.21,2423,3693.21,3841.81,2,44835,0,0,0,0,0,0,0
295684,8/27/2021,0,11000.00,2/12/2020,SAN ANTONIO,TX,78228,15,13,3,3960,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,204.621,897.97,3326.42,4224.39,4128.42,2,44835,0,0,0,0,0,0,0
303344,10/27/2022,0,4000.00,4/23/2019,LUBBOCK,TX,79413,30,15,5,1000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,246.76,246.76,873.94,1,44835,0,0,0,0,0,0,0
308898,5/1/2023,0,17500.00,8/1/2018,KAMLOOPS,BC,V2H1C5,7,7,7,17500,Z,UNLOCKED,UNLOCKED,1,HSMC,NAP,202210,2465.002,13419.68,3.34,13423.02,15115.47,4,44835,0,0,0,0,0,0,0
309374,11/2/2021,0,4000.00,9/27/2019,SOMERSET,MA,02726,30,15,10,5600,P,PAYMENT PLAN,PERM LOCK,1,SWMC,NAP,202211,0,0,984.67,984.67,1775,1,44835,0,0,0,0,0,0,0
309980,2/15/2019,0,,6/13/2015,DALLAS,GA,30132,7,1,3,2500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,23.241,69,0,69,114,2,44835,0,0,0,0,0,0,0
311440,4/25/2019,0,,10/4/2016,NORTH POLE,AK,99705,7,7,3,20000,A,Other,PERM LOCK,1,FMMC,NAL MC,202210,842.063,4722.4,0,4722.4,2216.87,3,44835,0,0,0,0,0,0,0
311646,2/21/2023,0,97500.00,8/13/2016,WEEPING WATER,NE,68463,7,7,18,67500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,4744.732,23261.19,0,23261.19,28092.82,5,44835,0,0,0,0,0,0,0
293852,12/28/2021,0,4000.00,4/14/2020,KISSIMMEE,FL,34746,30,14,3,8000,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202304,19.968,79.73,11531.39,11611.12,4396.59,1,44835,0,0,0,0,0,0,0
294693,12/2/2020,0,37500.00,7/11/2018,SIBLEY,LA,71073,15,10,5,37500,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,2483.363,10730.95,3780.09,14511.04,14754.31,2,44835,0,0,0,0,0,0,0
297930,10/22/2021,0,6000.00,5/22/2020,NEWARK,OH,43056,7,7,5,3300,S,S-LOCK,TEMP LOCK,1,SWMC,NAP,202210,765.325,2875.13,57.65,2932.78,2701.38,2,44835,0,0,0,0,0,0,0
301076,8/17/2022,0,150000.00,12/15/2011,MARYLAND HEIGHTS,MO,63043,15,10,7,103700,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2074.822,9725.26,635.61,10360.87,7126.05,2,44835,0,0,0,0,0,0,0
303491,3/10/2023,0,8500.00,5/1/2019,BANNING,CA,92220,30,14,10,10000,O,SKIP,PERM LOCK,1,ARMC,NAP,202210,122.306,715.69,0,715.69,2572.75,1,44835,0,0,0,0,0,0,0
309142,3/11/2022,0,42500.00,8/2/2016,GREENSBORO,NC,27406,15,15,10,42500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2780.169,11656.55,2761.21,14417.76,17358.79,2,44835,0,0,0,0,0,0,0
296106,2/19/2022,0,5000.00,5/1/2020,MT SINAI,NY,11766,7,7,10,2800,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,89.92,322.73,0,322.73,313.54,1,44835,0,0,0,0,0,0,0
304266,1/8/2020,0,15000.00,6/26/2019,GOODLETTSVILLE,TN,37072,30,15,5,18620,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,856.061,3236.2,4823.69,8059.89,8598.14,1,44835,0,0,0,0,0,0,0
306875,2/22/2020,0,6500.00,1/17/2014,ROCKFORD,IL,61108,7,1,3,8000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,81.988,417.14,148.07,565.21,563.7,4,44835,0,0,0,0,0,0,0
308588,11/7/2021,0,7500.00,3/7/2019,NORTH HILLS,CA,91343,7,7,3,3530,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,280.272,1646.84,1736.88,3383.72,3279.45,3,44835,0,0,0,0,0,0,0
308902,3/14/2023,0,8500.00,8/4/2018,BRAMPTON,ON,L6R0J1,7,7,5,8500,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,364.15,2228.11,0,2228.11,3872.01,3,44835,0,0,0,0,0,0,0
309755,6/21/2019,0,,4/30/2016,TROY,MI,48083,7,1,18,25500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,4737.277,25182.86,10997.96,36180.82,33378.89,4,44835,0,0,0,0,0,0,0
309985,2/25/2022,0,30500.00,6/27/2015,FLORENCE,AL,35630,7,1,3,35500,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,177.929,711.19,97112.57,97823.76,76561.95,4,44835,0,0,0,0,0,0,0
311422,11/20/2019,0,5000.00,8/22/2018,BRISTOL,VA,24201,15,14,5,2500,S,S-LOCK,TEMP LOCK,1,BPMC,NAP,202210,301.845,995.46,0,995.46,667.45,1,44835,0,0,0,0,0,0,0
313789,9/14/2020,0,23000.00,12/4/2018,SUMITON,AL,35148,7,7,3,8400,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1913.563,6350.57,150.36,6500.93,6629.88,4,44835,1832.15,890.76,0,0,0,0,0
320723,1/14/2022,0,4000.00,8/30/2019,JACKSONVILLE,FL,32210,15,13,3,4000,N,NSF,TEMP LOCK,0,FMMC,NAL MC,202210,173.499,610.63,389.74,1000.37,1273.16,2,44835,62.8,61.1,0,0,0,0,0
280737,10/9/2021,0,3500.00,2/28/2020,WILMINGTON,DE,19806,15,14,5,5000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,13.98,51.74,1146.85,1198.59,807.26,2,44835,3944.56,0,0,0,0,0,0
295520,12/19/2022,0,11500.00,9/25/2014,CALGARY,AB,T1Y3L5,30,15,7,8630,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202212,27.588,107.06,0.01,107.07,406.81,1,44835,0,0,0,0,0,0,0
296476,4/11/2022,0,8500.00,1/17/2019,HANSEN,ID,83334,7,7,3,2000,N,NSF,TEMP LOCK,1,FMMC,NAL MC,202210,427.73,2287.36,90.98,2378.34,6005.36,1,44986,0,0,0,0,0,0,0
302156,12/18/2019,0,4000.00,8/25/2018,ATLANTA,GA,30303,15,15,5,4000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,196.987,666.48,0,666.48,1374.98,1,44835,0,0,0,0,0,0,0
304519,11/6/2021,0,4000.00,7/27/2019,NORWALK,CA,90650,7,5,3,4000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,165.84,989.63,915.35,1904.98,1724.59,4,44835,0,0,0,0,0,0,0
294628,1/5/2022,0,29000.00,1/19/2018,SHIRLEY,NY,11967,30,15,10,29000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,2599.336,12215.58,120.4,12335.98,12483.18,1,44835,0,0,0,0,0,0,0
301372,5/22/2019,0,,6/8/2018,IRVINE,CA,92604,30,14,10,2500,S,S-LOCK,TEMP LOCK,1,ARMC,NAP,202210,129.33,712.56,0,712.56,776.26,1,44835,0,0,0,0,0,0,0
302241,1/11/2020,0,2160.00,10/19/2018,AURORA,NC,27806,7,7,5,4200,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,1213.951,5702.83,3723.54,9426.37,9488.54,12,44835,0,0,0,0,0,0,0
309977,5/15/2019,0,24000.00,6/10/2015,CEDAR KNOLLS,NJ,07927,7,1,3,40000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,8995.254,49791.01,637.71,50428.72,42262.91,4,44835,0,0,0,0,0,0,0
312532,1/19/2022,0,17500.00,11/7/2017,LOCKPORT,IL,60441,7,7,7,15000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,1045.6,5216.04,7078.59,12294.63,6793.27,1,44835,0,0,0,0,0,0,0
317034,9/30/2019,0,1200.00,3/2/2017,COUNTRY CLUB HILLS,IL,60478,7,7,10,2500,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202301,38,150.04,0,150.04,191.93,2,44835,62.8,61.1,0,0,0,0,0
291296,11/9/2023,0,5500.00,12/19/2018,JACKSONVILLE,FL,32256,15,15,7,3000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,246.292,809.99,0,809.99,1370.19,2,44986,0,0,0,0,0,0,0
294511,2/5/2019,0,,8/3/2017,PUNTA GORDA,FL,33982,7,7,10,17000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,219.324,813.94,0,813.94,1237.47,3,44835,0,0,0,0,0,0,0
295308,1/12/2022,0,7000.00,5/1/2020,HARTFORD,KY,42347,7,7,18,800,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,1082.339,3843.76,8,3851.76,4723.39,5,44835,0,0,0,0,0,0,0
295487,3/29/2023,0,14000.00,7/25/2014,EDMONTON,AB,T6B3M3,7,7,5,14000,Z,UNLOCKED,UNLOCKED,1,HSMC,NAP,202210,1921.977,11251.32,0,11251.32,15546.34,5,44835,0,0,0,0,0,0,0
297046,3/31/2023,0,7500.00,5/15/2020,FRENCHTOWN,NJ,08825,30,15,3,3000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,119.91,607.9,0,607.9,769.47,4,44835,0,0,0,0,0,0,0
306865,5/19/2021,0,31000.00,7/10/2013,DEXTER,GA,31019,7,1,3,26000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,5493.956,24142.37,1551.69,25694.06,23180.21,4,44835,0,0,0,0,0,0,0
309946,6/13/2019,0,13000.00,3/22/2015,DARLINGTON,SC,29532,7,1,3,10000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,6704.383,22195.46,0,22195.46,20341.05,4,44835,0,0,0,0,0,0,0
312596,1/18/2020,0,5500.00,11/23/2017,SMITHFIELD,NC,27577,15,14,10,4200,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,870.56,3087.35,12.79,3100.14,1681.97,2,44835,0,1628.21,0,0,0,0,0
112379,2/22/2022,0,5000.00,9/24/2020,SHELBYVILLE,TN,37160,7,7,10,5000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,357.059,1775.83,0,1775.83,1638.43,4,44835,0,0,0,0,0,0,0
112626,1/25/2022,0,3000.00,10/14/2020,SAVANNAH,GA,31406,7,7,3,600,G,OVERDUE,PERM LOCK,0,BPMC,NAP,202210,16.495,58.75,1126.46,1185.21,430,1,44835,0,0,0,0,0,0,0
114665,3/20/2022,0,3000.00,2/2/2021,HOPKINSVILLE,KY,42241,7,7,7,1500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,25.078,88.75,1126.86,1215.61,1580.57,4,44835,0,359.88,0,0,0,0,0
114770,10/26/2022,0,3500.00,2/4/2021,MACOMB,IL,61455,7,5,3,3500,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,127.136,529.57,49.78,579.35,456.8,4,44835,0,359.88,0,0,0,0,0
116169,5/25/2022,0,4500.00,3/17/2021,SAN PEDRO,CA,90731,30,15,18,4500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,0,0,2332.32,2332.32,5045.61,3,44835,0,0,8,4311.01,0,0,0
125470,7/2/2022,0,3500.00,9/14/2021,ALLEN,TX,75013,30,15,7,3500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,58.63,186.97,3506.53,3693.5,2289.64,1,44835,0,0,0,0,0,0,0
129033,1/31/2023,0,2620.00,11/3/2021,SAN DIEGO,CA,92114,30,14,5,250,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,67.161,399.72,17.08,416.8,624.81,1,44835,0,5000,0,0,0,0,0
131440,11/7/2022,0,3500.00,12/10/2021,CANTON,MI,48188,7,7,3,3500,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,167.205,691.86,0,691.86,627.42,4,44835,0,342.8,0,0,0,0,0
132067,5/11/2023,0,3000.00,12/22/2021,GRANITE FALLS,NC,28630,30,14,3,500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,864.649,3216.59,0,3216.59,2636.31,4,44835,0,2700.56,0,0,0,0,0
112460,1/5/2022,0,3000.00,10/1/2020,ROCKFORD,IL,61107,15,13,7,500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,0,0,12.25,12.25,2822.27,1,44835,0,0,0,0,0,0,0
112535,2/27/2023,0,6500.00,10/7/2020,LAPLACE,LA,70068,30,15,7,6500,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202210,596.81,1932.72,0,1932.72,1730.55,1,44835,0,0,0,0,0,0,0
114747,3/20/2022,0,3500.00,2/4/2021,PLANO,TX,75074,30,15,5,3500,G,OVERDUE,PERM LOCK,1,FMMC,NAL MC,202210,0,0,441.5,441.5,1300,1,44835,0,359.88,0,0,0,0,0
