FAKE_ACCTCODE,OPT_IN_DATE,FUEL_ONLY_PARENT_ACCT,CLI_AMOUNT,FLEETCOR_OPEN_DATE,CITY,STATE,ZIP,TERM_DAYS,DUE_DAYS,LOCK_DAYS,CREDIT_LIMIT,LOCK_CODE,LOCK_REASON,LOCK_TYPE,DEPOSIT_FLAG,PORTFOLIO,LOB_REPORTING,YEARMONTH,GALLONS,FUEL_SPEND,NONFUEL_SPEND,TOT_SPEND,PAYMENT_AMOUNT,NO_OF_PAYMENT,SNAPSHOT_DATE,CURRENT_BALANCE,UNBILLED_BALANCE,DAYS_PAST_DUE,BAL_1_30,BAL_31_60,BAL_61_90,BAL_90_PLUS
205105,3/21/2023,FUEL-ONLY PARENT ACCT,0.00,9/17/2021,WESTMINSTER,CO,80023,30,10,10,1000,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,202210,164.79,565.97,0,565.97,284.44,1,44835,0,0,222,0,0,0,4554.3
266113,6/2/2021,0,20000.00,3/10/2019,DEXTER,MO,63841,30,15,5,5000,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,202210,12.322,42.35,2924.7,2967.05,3613.98,2,44835,3944.56,0,0,0,0,0,0
269292,10/22/2021,0,3500.00,12/6/2019,COLUMBUS,GA,31909,15,15,10,3500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,32.99,101,21.31,122.31,125.38,2,44835,3944.56,0,0,0,0,0,0
271700,8/30/2021,0,4500.00,1/4/2020,CLEARWATER,FL,33764,15,13,18,1000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,387.73,387.73,7.76,1,44835,3944.56,0,0,0,0,0,0
208906,4/4/2023,FUEL-ONLY PARENT ACCT,0.00,11/2/2021,ATLANTA,GA,30310,30,10,10,1900,M,AGENCY REV,PERM LOCK,0,Fuelman,Fuelman,202210,86.623,309.44,0,309.44,411.58,1,45231,0,0,222,0,0,0,4554.3
212100,3/29/2023,FUEL-ONLY PARENT ACCT,0.00,12/14/2021,WHITSETT,NC,27377,7,7,3,9400,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,202210,1545.56,5327.36,0,5327.36,6297.98,4,45231,0,0,222,0,0,0,4554.3
270500,7/20/2022,0,5000.00,2/19/2020,PLYMOUTH,IN,46563,15,14,5,16500,Z,UNLOCKED,UNLOCKED,1,CSMC,NAP,202210,493.786,2000.33,0,2000.33,1968.75,1,45231,3944.56,0,0,0,0,0,0
272168,8/1/2019,0,16000.00,4/15/2016,BELLEVILLE,MI,48112,15,14,18,13000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,662.592,2682.59,68.88,2751.47,1064.81,2,44835,3944.56,0,0,0,0,0,0
273412,11/15/2021,0,3500.00,9/7/2019,RANCHO CUCAMONGA,CA,91730,15,14,5,3500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,200.59,1288.69,0,1288.69,2359.8,2,44835,3944.56,0,0,0,0,0,0
279705,1/20/2022,0,7500.00,1/22/2020,BROOKLYN,NY,11232,15,14,7,1800,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,577.906,2791.28,2093.55,4884.83,5522.85,2,44835,3944.56,0,0,0,0,0,0
266312,12/19/2020,0,6500.00,3/30/2019,KANSAS CITY,MO,64137,7,7,3,40000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,36166.11,36166.11,30992.77,4,44835,3944.56,0,0,0,0,0,0
269885,11/6/2021,0,7500.00,12/12/2019,RIALTO,CA,92376,7,5,3,7500,Q,INACTIVE,PERM LOCK,1,ARMC,NAP,202210,216.342,1310.05,3839.2,5149.25,353.06,1,44835,3944.56,0,0,0,0,0,0
277261,9/28/2022,0,12500.00,1/17/2020,EPHRATA,WA,98823,7,7,3,15000,A,Other,PERM LOCK,1,FMMC,NAL MC,202210,871.2,4407.5,-1.79,4405.71,7003.95,4,44835,3944.56,0,0,0,0,0,0
280747,11/21/2022,0,42500.00,10/22/2019,NORTH YORK,ON,M6L2H8,30,15,5,32260,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,202210,2841.839,13699.88,0,13699.88,15659,1,44835,3944.56,0,0,0,0,0,0
187094,6/12/2023,FUEL-ONLY PARENT ACCT,0.00,6/30/2020,CLARKSDALE,MS,38614,7,7,10,3000,M,OTHER,PERM LOCK,1,Fuelman,Fuelman,202210,717.13,2872.44,0,2872.44,2949.8,4,45231,0,0,222,0,0,0,4554.3
216160,4/28/2023,FUEL-ONLY PARENT ACCT,0.00,2/6/2022,HUNTSVILLE,AL,35824,30,10,9,2650,M,NSF,TEMP LOCK,1,Fuelman,Fuelman,202210,170.805,583.22,0,583.22,1331.11,2,45231,0,426.06,0,0,0,0,0
225255,4/25/2023,FUEL-ONLY PARENT ACCT,0.00,5/19/2022,HAMPTON,VA,23661,7,7,3,1500,S,Delinquent,TEMP LOCK,1,Fuelman,Fuelman,202210,330.972,1716.6,0,1716.6,1714.52,4,45231,0,426.06,0,0,0,0,0
270492,7/11/2022,0,5000.00,2/19/2020,DUBUQUE,IA,52003,7,7,10,5000,Z,UNLOCKED,UNLOCKED,0,CSMC,NAP,202210,821.4,3090.46,25.25,3115.71,2915.35,4,45231,3944.56,0,0,0,0,0,0
209856,4/24/2023,FUEL-ONLY PARENT ACCT,0.00,11/15/2021,PRATTVILLE,AL,36066,7,7,3,5000,M,OTHER,PERM LOCK,1,Fuelman,Fuelman,202210,50.724,253.57,0,253.57,372.13,2,44835,0,0,79,0,200.81,545.53,0
212499,5/10/2023,FUEL-ONLY PARENT ACCT,0.00,12/20/2021,BEREA,KY,40403,30,10,3,2200,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,202210,967.12,3265.89,0,3265.89,2076.67,2,45231,0,0,79,0,200.81,545.53,0
265649,11/11/2020,0,14500.00,5/7/2019,VADNAIS HEIGHTS,MN,55127,30,14,7,15000,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,90.95,346.04,5925.29,6271.33,7232.7,1,44835,3944.56,0,0,0,0,0,0
267037,11/11/2021,0,4000.00,5/14/2019,BAKERSFIELD,CA,93312,7,5,3,4000,I,BAD AGENCY,PERM LOCK,1,ARMC,NAP,202210,58.024,324.55,44.25,368.8,677.94,2,44835,3944.56,0,0,0,0,0,0
270384,12/14/2021,0,6500.00,6/12/2019,CEDAR KNOLLS,NJ,07927,15,14,5,9100,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,1580.537,6015.95,419.26,6435.21,6218.77,2,44835,3944.56,0,0,0,0,0,0
271987,11/2/2021,0,5000.00,6/23/2016,YUCAIPA,CA,92399,30,14,3,5000,I,BAD AGENCY,PERM LOCK,1,ARMC,NAP,202210,7.36,45,3785.22,3830.22,4452.69,3,44835,3944.56,0,0,0,0,0,0
180073,3/26/2019,FUEL-ONLY PARENT ACCT,0.00,10/23/2018,MABANK,TX,75156,14,10,16,6800,M,OTHER,PERM LOCK,1,Fuelman,Fuelman,202210,1644.355,5704.06,0,5704.06,4892.52,2,45231,9545.96,920.23,0,0,0,0,0
193772,5/24/2023,FUEL-ONLY PARENT ACCT,0.00,3/30/2021,GROVETOWN,GA,30813,7,7,3,6800,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,202210,918.032,4115.95,0,4115.95,4968.01,5,44835,0,0,222,0,0,0,4554.3
265674,2/15/2021,0,16500.00,5/8/2019,LEMON GROVE,CA,91945,15,15,5,40000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,1513.393,9099.13,28809.59,37908.72,21627.8,3,44835,3944.56,0,0,0,0,0,0
267235,6/4/2022,0,7500.00,3/19/2019,OSTERVILLE,MA,02655,30,14,10,7500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,499.878,1820.44,2019.65,3840.09,7950.2,2,44835,3944.56,0,0,0,0,0,0
268425,1/30/2020,0,3000.00,5/21/2019,BIG PRAIRIE,OH,44611,7,7,5,1600,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,491.73,1836.67,0,1836.67,1755.29,4,44835,3944.56,0,0,0,0,0,0
284519,7/6/2023,0,68500.00,12/1/2010,DUBUQIE,IA,52004,30,15,10,85625,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,7874.293,32810.93,179.03,32989.96,30632.25,1,44835,0,8155.68,0,0,0,0,0
285035,11/23/2019,0,19700.00,8/5/2014,SIOUX FALLS,SD,57106,7,1,18,22000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,267.471,1120.8,11,1131.8,1315.46,4,44835,0,0,0,0,0,0,0
289680,11/6/2021,0,3000.00,1/11/2019,MONROVIA,CA,91016,30,14,7,3000,A,Other,PERM LOCK,1,ARMC,NAP,202210,38,239.43,0,239.43,305.95,1,44986,0,0,0,0,0,0,0
294421,5/7/2022,0,30500.00,6/7/2019,SERGEANT BLUFF,IA,51054,7,7,5,30500,Z,UNLOCKED,UNLOCKED,1,CSMC,NAP,202210,1898.543,7308.03,7.2,7315.23,6527.93,17,44835,0,0,0,0,0,0,0
297881,4/15/2022,0,11500.00,5/22/2020,LEBANON,PA,17042,7,7,10,11500,P,PAYMENT PLAN,PERM LOCK,0,FMMC,NAL MC,202210,1882.723,7155.26,137.13,7292.39,7316.62,4,44835,0,0,0,0,0,0,0
297932,3/16/2022,0,4000.00,5/22/2020,PORT SAINT LUCIE,FL,34953,30,14,5,8000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,228.755,755.61,0,755.61,635.22,4,44835,0,0,0,0,0,0,0
304590,10/18/2022,0,10500.00,8/2/2019,BURR OAK,KS,66936,7,7,10,9240,I,BAD AGENCY,PERM LOCK,1,CSMC,NAP,202210,863.904,3783.12,3055.14,6838.26,4001.11,2,44835,0,0,0,0,0,0,0
306864,5/10/2019,0,,6/7/2013,LONGWOOD,FL,32750,7,1,3,10000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,117.02,637.23,263.66,900.89,532,4,44835,0,0,0,0,0,0,0
308275,1/25/2023,0,70000.00,5/21/2013,JONESBORO,ME,04648,7,1,3,70000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2288.087,11392.59,1316.34,12708.93,13321.24,4,44835,0,0,0,0,0,0,0
311521,6/15/2019,0,,10/6/2017,SALTSBURG,PA,15681,7,7,5,8500,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,734.356,3746.2,85.59,3831.79,3614.79,4,44835,0,0,0,0,0,0,0
289718,2/20/2020,0,1500.00,10/25/2018,WALNUT CREEK,CA,94597,15,14,10,1500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,78.947,447.55,0,447.55,541.85,2,44835,0,0,0,0,0,0,0
289798,12/14/2021,0,3500.00,12/28/2018,ARCADIA,CA,91006,7,5,5,3500,N,NSF,TEMP LOCK,0,ARMC,NAP,202210,144.692,788.79,636.52,1425.31,1408.87,4,44986,0,0,0,0,0,0,0
292970,10/31/2022,0,10000.00,3/14/2020,NEW LISKEARD,ON,P0J1P0,7,14,5,10000,S,S-LOCK,TEMP LOCK,1,HSMC,NAP,202210,356.973,2012.21,0,2012.21,3550,2,44835,0,0,0,0,0,0,0
295350,11/2/2021,0,7000.00,2/11/2020,WHITESBURG,GA,30185,15,14,7,700,A,Other,PERM LOCK,1,BPMC,NAP,202210,177.389,701.08,196.39,897.47,631.61,1,44835,0,0,0,0,0,0,0
301476,4/11/2022,0,11000.00,4/5/2018,WARREN,MI,48089,15,15,5,12000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,1109.457,5776.92,370.67,6147.59,4614.76,1,44835,0,0,0,0,0,0,0
308597,2/1/2020,0,110000.00,3/8/2019,LINCOLN,NE,68506,7,7,5,200000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,107830.595,502069.55,2565.3,504634.85,430701.05,8,44835,0,0,0,0,0,0,0
309734,10/1/2022,0,37500.00,1/14/2016,CORNELIUS,NC,28031,7,1,3,37500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,6894.334,34824.89,5597.34,40422.23,31228.93,4,44835,0,0,0,0,0,0,0
309915,3/11/2022,0,12500.00,12/18/2014,ENID,OK,73701,7,1,3,20000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,41.88,167.49,2795.9,2963.39,1686.94,4,44835,0,0,0,0,0,0,0
311320,2/11/2020,0,5500.00,7/19/2018,PENSACOLA,FL,32534,7,7,3,4000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,0,0,1324.19,1324.19,779.71,2,44835,0,0,0,0,0,0,0
311655,10/16/2020,0,32000.00,8/23/2016,NOVI,MI,48375,30,14,18,32000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202301,0,0,393.31,393.31,163.25,1,44986,0,0,0,0,0,0,0
311810,1/16/2020,0,33500.00,6/20/2014,ROCKSPRINGS,WY,82901,15,15,3,31000,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,63.584,295.67,0,295.67,2336.55,2,44835,0,0,0,0,0,0,0
280608,1/27/2020,0,6000.00,12/20/2013,NEWPORT BEACH,CA,92660,7,5,3,6000,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,202210,60.88,339.53,0,339.53,474.58,3,44835,3944.56,0,0,0,0,0,0
281548,10/6/2023,0,11900.00,7/4/2019,HOSCHTON,GA,30548,30,15,10,11900,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,402.952,1303.21,123.28,1426.49,708.38,2,44986,1185.99,453.48,0,0,0,0,0
291315,3/19/2020,0,3000.00,12/29/2018,SOUTHFIELD,MI,48076,30,7,5,8500,G,OVERDUE,PERM LOCK,1,FMMC,NAL MC,202210,0,0,611.77,611.77,635.38,2,44835,0,0,0,0,0,0,0
294185,1/14/2022,0,3500.00,2/6/2020,RICHMOND,TX,77407,30,14,7,600,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,0,0,2059.59,2059.59,2347.84,2,44835,0,0,0,0,0,0,0
294294,3/5/2020,0,1900.00,5/31/2019,AUBURN,IN,46706,7,7,5,4500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,886.94,3638.16,1472.64,5110.8,4725.32,5,44835,0,0,0,0,0,0,0
296449,11/9/2022,0,16000.00,5/2/2020,ATCHISON,KS,66002,7,7,5,1700,Z,UNLOCKED,UNLOCKED,1,CSMC,NAP,202210,57.154,200.34,0,200.34,363.73,2,44835,0,0,0,0,0,0,0
299007,9/14/2019,0,24000.00,2/16/2018,NEVADA,OH,44849,7,7,5,16300,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,3642.366,18246.11,4134.12,22380.23,18884.5,4,44835,0,0,0,0,0,0,0
306739,8/28/2021,0,3500.00,11/7/2019,LAFAYETTE,LA,70501,30,14,10,1800,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,33.3,108.04,47.64,155.68,268.71,6,44835,0,0,0,0,0,0,0
309304,8/27/2021,0,16500.00,9/25/2019,MEDFORD,OR,97501,30,15,7,24800,P,PAYMENT PLAN,PERM LOCK,1,FMMC,NAL MC,202210,119.901,667.79,0,667.79,1699.05,1,44835,0,0,0,0,0,0,0
289345,5/14/2019,0,25000.00,7/19/2013,PHOENIX,AZ,85086,7,1,18,2500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,178.169,784.69,580.4,1365.09,1509.79,4,44835,0,0,0,0,0,0,0
292595,9/28/2020,0,48000.00,1/20/2017,ROMULUS,MI,48174,7,7,10,20000,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,3075.167,16475.79,0,16475.79,14152.49,4,44835,0,0,0,0,0,0,0
305294,6/8/2021,0,30000.00,8/10/2019,RIPLEY,WV,25271,15,15,10,30000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,202210,5531.146,22232.92,5.25,22238.17,25503.1,9,44835,0,0,0,0,0,0,0
320704,4/3/2022,0,16000.00,8/29/2019,CARNEYS POINT,NJ,08069,7,7,3,11340,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2314.18,12352.21,2000,14352.21,11274.95,4,44835,62.8,61.1,0,0,0,0,0
283154,11/18/2022,0,12500.00,2/3/2012,CIRCLEVILLE,OH,43113,7,5,7,12500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,461.412,1663.65,0,1663.65,1874.47,4,44835,0,0,0,0,0,0,0
288364,1/22/2021,0,14500.00,4/13/2018,DENMARK,WI,54208,7,4,18,16800,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,247.849,1260.99,26324.49,27585.48,27014.64,4,44835,0,0,0,0,0,0,0
288368,6/3/2019,0,4000.00,4/14/2018,NEW YORK,NY,10018,7,7,3,4000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,243.08,1189.98,0,1189.98,1185.88,4,44835,0,0,0,0,0,0,0
292413,2/25/2022,0,101500.00,6/26/2012,CLARKSVILLE,TX,75426,7,7,5,101500,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,25747.505,119785.41,10920.41,130705.82,125921.26,4,44835,0,0,0,0,0,0,0
294278,1/9/2020,0,1500.00,5/30/2019,MERIDIAN,ID,83642,30,14,10,2300,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,0,0,752.38,752.38,213.04,1,44835,0,0,0,0,0,0,0
295912,1/22/2022,0,22500.00,6/26/2018,SANTA CLARA,CA,95050,30,14,5,17500,S,S-LOCK,TEMP LOCK,1,ARMC,NAP,202211,0,0,330.73,330.73,8701.15,1,44835,0,0,0,0,0,0,0
304507,5/20/2021,0,10500.00,7/27/2019,WILSON,NC,27894,15,15,5,10500,Z,UNLOCKED,UNLOCKED,1,SWMC,NAP,202210,277.1,1309.28,0,1309.28,1691.78,2,44835,0,0,0,0,0,0,0
285071,6/15/2019,0,17000.00,10/22/2014,DEER PARK,TX,77536,7,1,3,5000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1224.807,5473.59,0,5473.59,7010.8,10,44835,0,0,0,0,0,0,0
291328,3/22/2022,0,18000.00,1/5/2019,BLOSSOM,TX,75416,15,15,3,7320,P,PAYMENT PLAN,PERM LOCK,1,FMMC,NAL MC,202210,1641.198,6327.68,522.56,6850.24,9087.06,1,44835,0,0,0,0,0,0,0
293402,11/25/2021,0,123500.00,5/6/2015,BUFFALO,WY,82834,15,15,5,123620,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,15606.098,71426.1,383.4,71809.5,73233.36,2,44835,0,0,0,0,0,0,0
293857,7/7/2023,0,5500.00,2/7/2020,PARIS,AR,72855,30,14,10,3000,Z,UNLOCKED,UNLOCKED,0,CSMC,NAP,202210,245.319,840.05,0,840.05,1721.92,2,44835,0,0,0,0,0,0,0
294532,6/6/2019,0,10000.00,9/14/2017,MCGEHEE,AR,71654,7,7,3,5000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,2284.771,11018.55,0,11018.55,9282.69,5,44835,0,0,0,0,0,0,0
296245,8/31/2022,0,16500.00,5/1/2020,FAYETTEVILLE,GA,30214,7,7,3,16500,S,S-LOCK,TEMP LOCK,1,FMMC,NAL MC,202210,1037.348,3485.11,440.7,3925.81,4589.19,7,44835,0,0,0,0,0,0,0
296512,8/28/2022,0,14500.00,5/7/2020,KINGSPORT,TN,37663,7,7,10,7590,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,3017.857,14459.6,52.61,14512.21,16215.95,4,44835,0,0,0,0,0,0,0
297617,7/30/2019,0,8500.00,2/5/2015,AUBURN,KY,42206,15,15,5,8860,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,1594.672,7330.44,1694.49,9024.93,8719.19,1,44835,0,0,0,0,0,0,0
297935,10/2/2021,0,3500.00,5/22/2020,CHAGRIN FALLS,OH,44022,7,7,10,3500,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,134.33,514.65,31.29,545.94,626.25,4,44835,0,0,0,0,0,0,0
301445,1/14/2020,0,3200.00,3/28/2018,BEULAVILLE,NC,28518,30,14,5,9000,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,0,0,831.89,831.89,863.79,4,44835,0,0,0,0,0,0,0
309522,11/4/2021,0,5500.00,10/5/2019,LONG BEACH,CA,90804,15,14,18,5500,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,993.31,5586.65,597.93,6184.58,7857.77,5,44986,0,0,0,0,0,0,0
279828,2/25/2021,0,18500.00,11/2/2018,CARSON,MS,39427,30,15,5,21000,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,2008.102,7117.44,0,7117.44,29397.22,1,44835,3944.56,0,0,0,0,0,0
281423,5/16/2022,0,7500.00,10/20/2018,ALICE,TX,78332,7,7,5,5000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,575.012,1834.88,7405,9239.88,11497.93,5,44835,0,0,159,0,0,12,36
291263,11/24/2021,0,4000.00,12/6/2018,LOGANVILLE,GA,30052,7,7,7,5000,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,202210,1606.105,7367.45,157.51,7524.96,7266.42,4,44835,0,0,0,0,0,0,0
291319,4/13/2022,0,9500.00,1/2/2019,MALVERN,AR,72104,7,7,10,14300,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,1219.34,1219.34,303.27,2,44835,0,0,0,0,0,0,0
305104,6/25/2022,0,30000.00,8/7/2019,TURNERSVILLE,NJ,08012,7,7,10,1130,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,288.719,1442.46,289.28,1731.74,1038.49,2,44835,0,0,0,0,0,0,0
309790,8/30/2019,0,13500.00,11/24/2016,SENECA,KS,66538,7,1,3,11000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,80.16,377.67,213,590.67,767.83,3,44835,0,0,0,0,0,0,0
316336,9/20/2023,0,18000.00,10/6/2018,ELK GROVE VILLAGE,IL,60007,30,14,7,18000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,465.335,2121.36,0,2121.36,3964.38,1,44835,0,2157.4,1,2054.77,0,0,0
318184,3/3/2021,0,48500.00,5/15/2012,AUTRYVILLE,NC,28318,7,5,3,3600,N,NSF,TEMP LOCK,0,BPMC,NAP,202210,1277.151,5101.84,533.14,5634.98,5084.8,4,44835,62.8,61.1,0,0,0,0,0
112448,3/11/2022,0,31000.00,9/30/2020,MARIETTA,GA,30066,7,5,3,31000,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202306,6.71,25,1137.89,1162.89,2586.21,3,44835,0,0,0,0,0,0,0
112550,6/15/2022,0,5000.00,10/7/2020,JACKSONVILLE,FL,32209,7,7,5,1100,I,BAD AGENCY,PERM LOCK,1,BPMC,NAP,202210,77.669,251.27,0,251.27,276.79,3,44835,0,0,0,0,0,0,0
112696,6/29/2023,0,12500.00,10/20/2020,MONROE,GA,30655,7,15,10,12000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,202210,1811.332,5764.88,14.19,5779.07,5592.23,2,44835,0,0,0,0,0,0,0
114641,3/20/2022,0,3500.00,2/2/2021,JACKSONVILLE,FL,32256,15,14,18,2500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202212,0,0,87.35,87.35,17.35,1,44835,0,359.88,0,0,0,0,0
314467,12/7/2020,0,30000.00,1/9/2019,BOCA RATON,FL,33433,7,7,7,6040,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,2056.553,7536.87,1032.15,8569.02,8099.24,3,44835,0,0,0,0,0,0,0
320066,4/17/2019,0,,7/14/2017,LAKE WORTH,FL,33461,15,14,10,2000,Z,UNLOCKED,UNLOCKED,1,ARMC,NAP,202210,357.399,1208.59,0,1208.59,1221.78,2,44835,62.8,61.1,0,0,0,0,0
113254,8/6/2022,0,5000.00,11/30/2020,ELYRIA,OH,44035,30,14,10,5000,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,300.18,1145.15,3040.57,4185.72,4518.72,1,44835,0,0,0,0,0,0,0
113262,1/15/2022,0,51000.00,11/30/2020,CHICAGO,IL,60661,30,15,7,26000,I,BAD AGENCY,PERM LOCK,1,FMMC,NAL MC,202301,11.993,49.58,404.14,453.72,9652.68,1,44835,0,2606.25,0,0,0,0,0
115436,6/16/2022,0,4500.00,2/26/2021,CLAYTON,NC,27520,30,15,7,1800,Q,INACTIVE,PERM LOCK,1,FMMC,NAL MC,202210,66.32,266.18,0,266.18,671.37,2,45231,0,0,0,0,0,0,0
115643,8/3/2022,0,6000.00,3/4/2021,AVON PARK,FL,33825,30,15,10,930,A,Other,PERM LOCK,0,FMMC,NAL MC,202210,64.535,212.61,49.39,262,487.96,3,44835,48.38,0,0,0,0,0,0
115876,9/23/2022,0,4000.00,3/10/2021,ST PETERSBURG,FL,33713,30,14,5,12000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202210,32.928,110.67,2956.96,3067.63,1544.06,1,44835,0,0,0,0,0,0,0
112476,4/14/2022,0,4000.00,10/2/2020,MARIETTA,GA,30062,30,14,10,4000,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,202210,519.709,1657.11,148.85,1805.96,1537.58,1,45231,0,0,0,0,0,0,0
112984,12/8/2021,0,3500.00,11/13/2020,CHATTANOOGA,TN,37416,15,15,18,4000,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,198.143,683.5,1655.3,2338.8,2035.66,3,45231,2101.29,629.54,0,0,0,0,0
113663,7/18/2022,0,6500.00,12/23/2020,PECULIAR,MO,64078,30,14,10,6500,Z,UNLOCKED,UNLOCKED,1,CSMC,NAP,202210,319.915,1309.7,1271.35,2581.05,4348.78,4,44835,3441.7,0,0,0,0,0,0
114723,3/3/2022,0,3000.00,2/3/2021,HENRICO,VA,23231,30,15,7,3000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,0,0,15.33,15.33,23.33,1,45231,0,359.88,0,0,0,0,0
116254,5/17/2022,0,4500.00,3/18/2021,NEWARK,NJ,07102,30,14,7,500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,56.729,266.63,2403.82,2670.45,4892.48,4,44986,0,0,0,0,0,0,0
116274,1/20/2023,0,6000.00,3/19/2021,BROOKLYN,NY,11234,30,14,10,6000,A,Other,PERM LOCK,1,BPMC,NAP,202210,25.56,90.32,0,90.32,183.05,1,44986,0,0,0,0,0,0,0
118242,3/25/2023,0,24600.00,5/11/2021,NEWARK,NJ,07102,30,14,10,24600,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,728.934,2997.84,0,2997.84,3327.23,1,44835,0,0,0,0,0,0,0
121399,11/12/2022,0,3500.00,7/14/2021,JACKSONVILLE,FL,32277,15,14,10,500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,202211,51.708,181.89,88.5,270.39,50,1,44835,0,0,0,0,0,0,0
121853,10/2/2022,0,3500.00,7/20/2021,BALTIMORE,MD,21229,30,14,18,500,Z,UNLOCKED,UNLOCKED,1,BPMC,NAP,202210,34.13,129.2,629.17,758.37,1039.64,2,44835,0,857.51,0,0,0,0,0
122009,8/23/2022,0,3500.00,7/22/2021,PASCAGOULA,MS,39581,7,7,7,600,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,202210,50.122,159.48,48.14,207.62,681.59,5,44835,0,857.51,0,0,0,0,0
